% Moku:Go Oscilloscope
% Channel A
% Channel B
% Time span 2.341 ms, time offset 0.000 s, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output A - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Acquired 2023-03-12 T 14:44:29 +1100
% Time (s), Voltage (V), Freq (Hz), FFT (dBm)
-4.423680000000e-04, -9.999390e-01, 7.280640e-04, -2.522941e+01
-4.400640000000e-04, -9.999390e-01, 7.303680e-04, -2.615748e+01
-4.377600000000e-04, -9.999390e-01, 7.326720e-04, -3.007043e+01
-4.354560000000e-04, -9.999390e-01, 7.349760e-04, -3.818900e+01
-4.331520000000e-04, -9.999390e-01, 7.372800e-04, -6.859380e+01
-4.308480000000e-04, -9.999390e-01, 7.395840e-04, -5.101553e+01
-4.285440000000e-04, -9.999390e-01, 7.418880e-04, -5.299955e+01
-4.262400000000e-04, -9.999390e-01, 7.441920e-04, -3.606068e+01
-4.239360000000e-04, -9.999390e-01, 7.464960e-04, -2.917353e+01
-4.216320000000e-04, -9.999390e-01, 7.488000e-04, -2.599893e+01
-4.193280000000e-04, -9.999390e-01, 7.511040e-04, -2.570896e+01
-4.170240000000e-04, -9.999390e-01, 7.534080e-04, -2.825447e+01
-4.147200000000e-04, -9.999390e-01, 7.557120e-04, -3.423340e+01
-4.124160000000e-04, -9.999390e-01, 7.580160e-04, -4.724215e+01
-4.101120000000e-04, -9.999390e-01, 7.603200e-04, -5.253012e+01
-4.078080000000e-04, -9.999390e-01, 7.626240e-04, -6.026334e+01
-4.055040000000e-04, -9.999390e-01, 7.649280e-04, -4.137618e+01
-4.032000000000e-04, -9.999390e-01, 7.672320e-04, -3.192112e+01
-4.008960000000e-04, -9.999390e-01, 7.695360e-04, -2.730802e+01
-3.985920000000e-04, -9.999390e-01, 7.718400e-04, -2.579176e+01
-3.962880000000e-04, -9.999390e-01, 7.741440e-04, -2.707013e+01
